ORF	SD	ABS
YNL317W	0.366	0.292
YNL318C	0.707	0.606
YNL319W	0.5	0.401
YNL320W	0.593	0.438
YNL321W	0.554	0.432
YNL322C	0.631	0.452
YNL323W	0.289	0.225
YNL324W	0.451	0.366
YNL325C	0.444	0.314
YNL326C	0.358	0.281
YNL327W	1.205	0.791
YNL328C	0.502	0.447
YNL329C	0.381	0.288
YNL330C	0.406	0.298
YNL331C	0.98	0.757
YNL332W	0.766	0.6
YNL333W	0.815	0.6
YNL334C	0.621	0.473
YNL335W	0.713	0.527
YNL336W	0.486	0.451
YNL337W	0.494	0.406
YNL338W	0.526	0.38
YNL339C	0.508	0.376
YNR001C	1.455	1.278
YNR002C	1.375	0.95
YNR003C	0.803	0.669
YNR004W	0.438	0.352
YNR005C	0.467	0.362
YNR006W	0.474	0.436
YNR007C	0.771	0.574
YNR008W	0.413	0.305
YNR009W	0.769	0.672
YNR010W	0.49	0.37
YNR011C	0.431	0.347
YNR012W	0.94	0.707
YNR013C	0.558	0.373
YNR014W	1.074	0.743
YNR015W	0.628	0.57
YNR016C	0.632	0.467
YNR017W	0.534	0.479
YNR018W	0.538	0.45
YNR019W	0.666	0.504
YNR020C	0.425	0.333
YNR021W	0.647	0.508
YNR022C	0.504	0.396
YNR023W	0.365	0.275
YNR024W	0.575	0.46
YNR025C	0.555	0.469
YNR026C	0.415	0.308
YNR027W	0.531	0.42
YNR028W	0.428	0.325
YNR029C	0.496	0.376
YNR030W	0.547	0.392
YNR031C	0.369	0.273
YNR032W	0.653	0.434
YNR033W	0.514	0.37
YNR034W	0.71	0.562
YNR035C	0.591	0.44
YNR036C	0.549	0.405
YNR037C	0.544	0.412
YNR038W	0.866	0.762
YNR039C	0.424	0.328
YNR040W	0.468	0.363
YNR041C	0.478	0.371
YNR042W	0.519	0.393
YNR043W	0.962	0.715
YNR044W	1.094	0.756
YNR045W	0.424	0.322
YNR046W	0.692	0.671
YNR047W	0.598	0.475
YNR048W	0.487	0.344
YNR049C	0.501	0.321
YNR050C	1.115	0.8
YNR051C	0.617	0.525
YNR052C	0.458	0.35
YNR053C	1.184	0.999
YNR054C	0.815	0.729
YNR055C	0.505	0.387
YNR056C	0.589	0.393
YNR057C	0.748	0.558
YNR058W	0.59	0.431
YNR059W	0.506	0.367
YNR060W	0.552	0.394
YNR061C	0.621	0.469
YNR062C	0.419	0.316
YNR063W	0.662	0.511
YNR064C	0.827	0.528
YNR065C	0.555	0.392
YNR066C	0.629	0.466
YNR067C	0.777	0.605
YNR068C	0.866	0.607
YNR069C	0.943	0.63
YNR070W	0.716	0.48
YNR071C	0.83	0.592
YNR072W	0.532	0.429
YNR073C	0.797	0.553
YNR074C	0.762	0.522
YNR075W	0.693	0.481
YNR076W	0.508	0.381
YNR077C	0.577	0.441
YOL001W	0.371	0.292
YOL002C	0.722	0.611
YOL003C	0.4	0.297
YOL004W	0.5	0.383
YOL005C	0.751	0.526
YOL006C	0.539	0.454
YOL007C	0.844	0.636
YOL008W	0.415	0.315
YOL009C	0.497	0.415
YOL010W	1.091	0.912
YOL011W	0.67	0.477
YOL012C	0.624	0.513
YOL013C	0.54	0.462
YOL014W	0.977	0.787
YOL015W	0.716	0.492
YOL016C	0.925	0.82
YOL017W	0.682	0.493
YOL018C	0.783	0.467
YOL019W	0.655	0.523
YOL020W	0.718	0.522
YOL021C	0.753	0.579
YOL022C	0.8	0.682
YOL023W	0.398	0.349
YOL024W	0.418	0.311
YOL025W	0.433	0.399
YOL026C	0.369	0.272
YOL027C	0.458	0.357
YOL028C	0.497	0.42
YOL029C	0.435	0.332
YOL030W	0.625	0.41
YOL031C	0.705	0.501
YOL032W	0.98	0.8
YOL033W	0.497	0.41
YOL034W	0.447	0.352
YOL035C	0.521	0.371
YOL036W	0.558	0.363
YOL037C	0.573	0.383
YOL038W	0.67	0.504
YOL039W	1.252	1.002
YOL040C	1.206	0.951
YOL041C	1.076	0.91
YOL042W	0.48	0.36
YOL043C	0.464	0.373
YOL044W	0.651	0.444
YOL045W	0.414	0.331
YOL046C	0.626	0.482
YOL047C	1.249	0.903
YOL048C	1.034	0.873
YOL049W	0.58	0.452
YOL050C	0.584	0.376
YOL051W	0.38	0.281
YOL052C	0.652	0.452
YOL053W	0.715	0.6
YOL054W	0.52	0.399
YOL055C	0.778	0.595
YOL056W	0.616	0.434
YOL057W	0.721	0.463
YOL058W	0.963	0.657
YOL059W	0.657	0.445
YOL060C	0.583	0.48
YOL061W	0.701	0.628
YOL062C	0.518	0.371
YOL063C	0.38	0.292
YOL064C	0.763	0.524
YOL065C	0.622	0.444
YOL066C	0.77	0.453
YOL067C	0.475	0.387
YOL068C	0.439	0.291
YOL069W	0.384	0.314
YOL070C	0.483	0.345
YOL071W	0.918	0.839
YOL072W	0.51	0.339
YOL073C	0.668	0.478
YOL075C	0.403	0.32
YOL076W	0.712	0.509
YOL077C	1.526	1.364
YOL078W	0.503	0.388
YOL079W	0.736	0.692
YOL080C	0.715	0.652
YOL081W	0.513	0.384
YOL082W	0.962	1.023
YOL083W	1.604	1.438
YOL084W	2.291	1.779
YOL085C	0.862	0.707
YOL086C	0.703	0.566
YOL087C	0.652	0.536
YOL088C	0.544	0.42
YOL089C	0.441	0.303
YOL090W	0.76	0.466
YOL091W	0.577	0.515
YOL092W	0.814	0.721
YOL093W	0.603	0.523
YOL094C	0.486	0.336
YOL095C	0.501	0.381
YOL096C	0.682	0.54
YOL097C	1.055	0.808
YOL098C	0.691	0.484
YOL099C	0.6	0.461
YOL100W	0.71	0.564
YOL101C	1.31	1.057
YOL102C	0.484	0.33
YOL103W	0.599	0.423
YOL104C	0.689	0.506
YOL105C	1.048	0.527
YOL106W	0.567	0.441
YOL107W	0.733	0.488
YOL108C	0.768	0.63
YOL109W	0.881	0.657
YOL110W	0.661	0.52
YOL111C	0.586	0.38
YOL112W	0.439	0.342
YOL113W	0.597	0.377
YOL114C	0.48	0.353
YOL115W	0.76	0.544
YOL116W	0.512	0.43
YOL117W	0.794	0.641
YOL118C	0.685	0.604
YOL119C	0.872	0.829
YOL120C	1.121	0.886
YOL121C	1.086	0.845
YOL122C	0.602	0.477
YOL123W	0.774	0.596
YOL124C	1.301	1.028
YOL125W	0.782	0.702
YOL126C	1.063	0.773
YOL127W	1.067	0.826
YOL128C	0.733	0.487
YOL129W	0.606	0.52
YOL130W	0.675	0.522
YOL131W	0.909	0.649
YOL132W	0.74	0.498
YOL133W	0.541	0.461
YOL134C	0.543	0.475
YOL135C	0.479	0.367
YOL136C	0.725	0.516
YOL137W	0.523	0.36
YOL138C	0.522	0.363
YOL139C	0.896	0.646
YOL140W	0.702	0.517
YOL141W	0.826	0.706
YOL142W	0.615	0.478
YOL143C	0.731	0.574
YOL144W	0.813	0.717
YOL145C	0.658	0.49
YOL146W	0.426	0.313
YOL147C	0.818	0.584
YOL148C	0.419	0.324
YOL149W	0.663	0.513
YOL150C	1.499	1.318
YOL151W	1.664	1.466
YOL152W	1.078	0.805
YOL153C	1.23	1.009
YOL154W	0.487	0.344
YOL155C	0.962	0.707
YOL156W	0.681	0.56
YOL157C	0.708	0.541
YOL158C	0.74	0.574
YOL159C	0.637	0.526
YOL160W	0.563	0.471
YOL161C	0.53	0.38
YOL162W	0.877	0.677
YOL163W	0.912	0.691
YOL164W	0.632	0.448
YOL165C	0.995	0.71
YOL166C	0.585	0.455
YOR001W	0.862	0.8
YOR002W	0.507	0.387
YOR003W	0.96	0.651
YOR004W	1.375	1.231
YOR005C	0.612	0.465
YOR006C	0.557	0.432
YOR007C	0.729	0.59
YOR008C	0.494	0.397
YOR008C-A	0.518	0.415
YOR009W	0.578	0.474
YOR010C	0.707	0.616
YOR011W	0.679	0.542
YOR012W	0.559	0.417
YOR013W	0.5	0.43
YOR014W	0.384	0.308
YOR015W	0.362	0.279
YOR016C	0.638	0.471
YOR017W	0.399	0.301
YOR018W	0.606	0.557
YOR019W	1.205	0.976
YOR020C	0.963	0.788
YOR021C	0.811	0.709
YOR022C	0.584	0.514
YOR023C	0.706	0.535
YOR024W	0.709	0.619
YOR025W	0.681	0.587
YOR026W	0.597	0.442
YOR027W	1.268	1.004
YOR028C	1.112	0.873
YOR029W	0.575	0.481
YOR030W	0.703	0.521
YOR031W	1.486	0.929
YOR032C	1.23	0.853
YOR033C	0.512	0.395
YOR034C	0.715	0.516
YOR035C	0.781	0.569
YOR036W	0.924	0.842
YOR037W	0.636	0.434
YOR038C	0.553	0.377
YOR039W	0.801	0.459
YOR040W	0.736	0.583
YOR041C	0.811	0.507
YOR042W	0.696	0.56
YOR043W	0.804	0.456
YOR044W	0.751	0.499
YOR045W	0.561	0.438
YOR046C	0.667	0.465
YOR047C	0.677	0.545
YOR048C	0.581	0.44
YOR049C	0.78	0.598
YOR050C	0.556	0.409
YOR051C	0.997	0.791
YOR052C	1.176	1.212
YOR053W	0.572	0.427
YOR054C	0.638	0.578
YOR055W	0.673	0.515
YOR056C	0.954	0.807
YOR057W	0.427	0.343
YOR058C	0.444	0.353
YOR059C	0.643	0.576
YOR060C	0.656	0.354
YOR061W	0.485	0.385
YOR062C	0.584	0.432
YOR063W	1.096	0.868
YOR064C	0.671	0.442
YOR065W	1.003	0.778
YOR066W	0.485	0.423
YOR067C	0.695	0.532
YOR068C	0.487	0.369
YOR069W	0.506	0.405
YOR070C	0.434	0.337
YOR071C	0.468	0.373
YOR072W	0.487	0.374
YOR073W	0.58	0.512
YOR074C	0.662	0.491
YOR075W	0.511	0.356
YOR076C	0.554	0.366
YOR077W	0.46	0.367
YOR078W	0.77	0.686
YOR079C	0.612	0.483
YOR080W	0.521	0.372
YOR081C	0.473	0.365
YOR082C	0.553	0.452
YOR083W	0.531	0.452
YOR084W	0.694	0.519
YOR085W	0.646	0.468
YOR086C	0.531	0.396
YOR087W	0.654	0.49
YOR088W	0.579	0.427
YOR089C	0.559	0.42
YOR090C	0.534	0.401
YOR091W	0.887	0.803
YOR092W	0.656	0.491
YOR093C	0.586	0.417
YOR094W	0.454	0.389
YOR095C	1.269	1.164
YOR096W	1.185	0.888
YOR097C	0.519	0.447
YOR098C	0.59	0.493
YOR099W	0.566	0.454
YOR100C	1.367	0.964
YOR101W	0.915	0.781
YOR102W	0.533	0.405
YOR103C	0.604	0.464
YOR104W	0.472	0.35
YOR105W	0.457	0.338
YOR106W	0.502	0.363
YOR107W	1.037	0.709
YOR108W	0.755	0.621
YOR109W	0.594	0.438
YOR110W	0.562	0.398
YOR111W	0.49	0.371
YOR112W	0.503	0.334
YOR113W	0.695	0.542
YOR114W	0.663	0.441
YOR115C	0.546	0.391
YOR116C	0.644	0.611
YOR117W	0.66	0.485
YOR118W	0.515	0.376
YOR119C	0.695	0.661
YOR120W	1.435	1.391
YOR121C	1.084	0.898
YOR122C	0.537	0.443
YOR123C	0.478	0.379
YOR124C	0.653	0.533
YOR125C	0.685	0.518
YOR126C	0.407	0.325
YOR127W	0.684	0.48
YOR128C	0.929	0.668
YOR129C	0.549	0.442
YOR130C	0.639	0.479
YOR131C	0.606	0.41
YOR132W	0.569	0.455
YOR133W	1.064	0.885
YOR134W	1.187	0.887
YOR135C	1.209	0.923
YOR136W	1.138	0.951
YOR137C	0.707	0.577
YOR138C	0.508	0.372
YOR139C	0.873	0.606
YOR140W	0.576	0.435
YOR141C	0.501	0.352
YOR142W	0.585	0.516
YOR143C	0.553	0.41
YOR144C	0.482	0.349
YOR145C	1.095	0.888
YOR146W	1.026	0.793
YOR147W	0.482	0.348
YOR148C	0.465	0.377
YOR149C	0.453	0.363
YOR150W	0.399	0.368
YOR151C	0.65	0.45
YOR152C	1.104	0.929
YOR153W	0.926	0.693
YOR154W	0.495	0.389
YOR155C	0.506	0.467
YOR156C	0.474	0.364
YOR157C	0.613	0.435
YOR158W	0.464	0.407
YOR159C	0.525	0.373
YOR160W	0.525	0.364
YOR161C	1.237	1.01
YOR162C	0.53	0.484
YOR163W	0.433	0.336
YOR164C	0.542	0.345
YOR165W	0.513	0.414
YOR166C	0.403	0.303
YOR167C	0.979	0.784
YOR168W	0.871	0.709
YOR169C	0.765	0.616
YOR170W	0.311	0.257
YOR171C	0.352	0.264
YOR172W	0.37	0.259
YOR173W	1.475	1.225
YOR174W	0.353	0.263
YOR175C	0.588	0.473
YOR176W	0.676	0.505
YOR177C	0.764	0.582
YOR178C	1.749	1.197
YOR179C	0.452	0.317
YOR180C	0.574	0.359
YOR181W	0.597	0.453
YOR182C	0.806	0.624
YOR183W	0.513	0.481
YOR184W	0.771	0.535
YOR185C	0.909	0.778
YOR186W	1.304	0.777
YOR187W	0.616	0.492
YOR188W	0.667	0.58
YOR189W	0.426	0.339
YOR190W	0.648	0.444
YOR191W	0.531	0.409
YOR192C	0.501	0.363
YOR193W	0.56	0.412
YOR194C	0.406	0.325
YOR195W	0.533	0.482
YOR196C	0.473	0.325
YOR197W	0.498	0.344
YOR198C	1.159	0.673
YOR199W	0.376	0.362
YOR200W	0.36	0.283
YOR201C	0.429	0.324
YOR202W	0.559	0.417
YOR203W	0.689	0.582
YOR204W	0.637	0.553
YOR205C	0.563	0.399
YOR206W	1.526	1.307
YOR207C	0.934	0.786
YOR208W	0.569	0.545
YOR209C	0.789	0.496
YOR210W	0.758	0.606
YOR211C	0.496	0.351
YOR212W	0.592	0.47
YOR213C	0.562	0.438
YOR214C	0.822	0.635
YOR215C	1.07	0.96
YOR216C	0.577	0.442
YOR217W	0.484	0.459
YOR218C	0.39	0.291
YOR219C	0.429	0.351
YOR220W	1.286	1.225
YOR221C	0.377	0.288
YOR222W	0.665	0.526
YOR223W	0.604	0.449
YOR224C	0.967	0.901
YOR225W	0.868	0.672
YOR226C	0.845	0.65
YOR227W	0.686	0.554
YOR228C	0.8	0.646
YOR229W	0.498	0.398
YOR230W	0.901	0.742
YOR231W	0.377	0.284
YOR232W	0.58	0.459
YOR233W	0.692	0.614
YOR234C	1.001	0.793
YOR235W	0.576	0.455
YOR236W	0.762	0.603
YOR237W	0.662	0.66
YOR238W	0.457	0.372
YOR239W	0.935	0.608
YOR240W	0.808	0.53
YOR241W	0.679	0.404
YOR242C	0.5	0.399
YOR243C	1.281	1.084
YOR244W	0.488	0.434
YOR245C	0.717	0.545
YOR246C	0.503	0.397
YOR247W	1.27	0.9
YOR248W	1.142	0.803
YOR249C	0.41	0.301
YOR250C	0.519	0.369
YOR251C	0.486	0.352
YOR252W	0.833	0.757
YOR253W	0.723	0.51
YOR254C	0.836	0.577
YOR255W	0.544	0.476
YOR256C	0.437	0.398
YOR257W	0.568	0.417
YOR258W	0.379	0.301
YOR259C	0.475	0.385
YOR260W	0.799	0.6
YOR261C	0.507	0.417
YOR262W	0.549	0.407
YOR263C	0.554	0.444
YOR264W	0.54	0.431
YOR265W	0.535	0.408
YOR266W	0.374	0.278
YOR267C	0.632	0.521
YOR268C	0.505	0.464
YOR269W	0.519	0.44
YOR270C	0.639	0.4
YOR271C	0.771	0.686
YOR272W	1.231	1.08
YOR273C	1.312	0.971
YOR274W	0.46	0.354
YOR275C	0.466	0.388
YOR276W	0.834	0.649
YOR277C	0.842	0.7
YOR278W	0.483	0.316
YOR279C	0.456	0.309
YOR280C	0.502	0.354
YOR281C	0.699	0.453
YOR282W	0.554	0.426
YOR283W	0.565	0.405
YOR284W	0.391	0.309
YOR285W	0.9	0.989
YOR286W	0.449	0.344
YOR287C	1.013	0.925
YOR288C	0.759	0.606
YOR289W	1.362	1.368
YOR290C	0.44	0.359
YOR291W	0.517	0.381
YOR292C	0.551	0.478
YOR293W	1.177	0.949
YOR294W	1.3	1.096
YOR295W	0.574	0.461
YOR296W	0.392	0.28
YOR297C	0.333	0.29
YOR298W	0.63	0.498
YOR299W	0.507	0.328
YOR300W	0.405	0.307
YOR301W	0.446	0.352
YOR302W	0.793	0.619
YOR303W	1.021	0.857
YOR304C-A	1.459	0.984
YOR304W	0.289	0.234
YOR305W	0.471	0.342
YOR306C	0.632	0.507
YOR307C	0.356	0.298
YOR308C	0.452	0.36
YOR309C	1.82	1.513
YOR310C	1.785	1.435
YOR311C	0.457	0.366
YOR312C	1.218	0.949
YOR313C	1.076	0.968
YOR314W	0.695	0.604
YOR315W	1.15	1.084
YOR316C	0.47	0.478
YOR317W	1.183	0.951
YOR318C	0.676	0.487
YOR319W	0.415	0.289
YOR320C	0.453	0.329
YOR321W	0.54	0.388
YOR322C	0.373	0.285
YOR323C	0.893	0.539
YOR324C	0.425	0.319
YOR325W	0.467	0.423
YOR326W	0.848	0.593
YOR327C	0.65	0.49
YOR328W	0.869	0.59
YOR329C	0.502	0.4
YOR330C	0.41	0.326
YOR331C	0.574	0.401
YOR332W	0.561	0.429
YOR333C	0.425	0.395
YOR334W	0.449	0.353
YOR335C	0.874	0.703
YOR336W	0.492	0.365
YOR337W	0.642	0.516
YOR338W	0.722	0.555
YOR339C	0.616	0.489
YOR340C	1.097	0.881
YOR341W	0.862	0.717
YOR342C	0.677	0.519
YOR343C	0.604	0.486
YOR344C	0.856	0.639
YOR345C	0.546	0.518
YOR346W	0.525	0.413
YOR347C	0.923	0.72
YOR348C	1.097	0.76
YOR349W	0.453	0.339
YOR350C	0.462	0.384
YOR351C	0.489	0.373
YOR352W	0.602	0.539
YOR353C	0.418	0.316
YOR354C	0.541	0.413
YOR355W	0.537	0.441
YOR356W	0.513	0.357
YOR357C	0.562	0.442
YOR358W	0.461	0.365
YOR359W	0.585	0.445
YOR360C	0.581	0.422
YOR361C	0.866	0.725
YOR362C	0.553	0.454
YOR363C	0.544	0.407
YOR364W	0.406	0.315
YOR365C	0.668	0.488
YOR366W	0.578	0.408
YOR367W	0.489	0.38
YOR368W	0.383	0.284
YOR369C	1.287	1.03
YOR370C	0.377	0.32
YOR371C	0.505	0.348
YOR372C	0.371	0.27
YOR373W	0.547	0.405
YOR374W	2.004	1.772
YOR375C	1.049	0.729
YOR376W	0.77	0.569
YOR377W	0.576	0.47
YOR378W	0.747	0.504
YOR379C	0.556	0.467
YOR380W	0.502	0.377
YOR381W	0.751	0.504
YOR382W	1.568	1.41
YOR383C	1.198	0.919
YOR384W	0.575	0.43
YOR385W	0.715	0.494
YOR386W	0.987	0.848
YOR387C	0.758	0.595
YOR388C	0.704	0.506
YOR389W	0.761	0.561
YOR390W	0.478	0.383
YOR391C	1.337	0.934
YOR392W	0.98	0.73
YOR393W	0.891	0.627
YOR394W	0.691	0.518
YPL001W	0.58	0.379
YPL002C	0.4	0.332
YPL003W	0.616	0.504
YPL004C	0.918	0.95
YPL005W	0.581	0.43
YPL006W	0.58	0.424
YPL007C	0.396	0.295
YPL008W	0.636	0.386
YPL009C	0.458	0.36
YPL010W	0.722	0.469
YPL011C	0.46	0.346
YPL012W	1.02	0.831
YPL013C	0.459	0.36
YPL014W	0.89	0.642
YPL015C	0.592	0.463
YPL016W	0.65	0.479
YPL017C	0.858	0.594
YPL018W	0.772	0.583
YPL019C	1.014	0.798
YPL020C	0.668	0.421
YPL021W	0.763	0.645
YPL022W	0.441	0.331
YPL023C	0.526	0.316
YPL024W	0.61	0.473
YPL025C	0.764	0.551
YPL026C	0.634	0.506
YPL027W	0.906	0.607
YPL028W	0.838	0.547
YPL029W	0.511	0.349
YPL030W	0.713	0.552
YPL031C	0.501	0.392
YPL032C	0.633	0.512
YPL033C	0.959	0.676
YPL034W	0.498	0.398
YPL035C	0.526	0.397
YPL036W	0.699	0.518
YPL037C	0.922	0.675
YPL038W	0.553	0.454
YPL039W	0.443	0.333
YPL040C	0.47	0.351
YPL041C	0.442	0.347
YPL042C	0.442	0.292
YPL043W	1.359	1.272
YPL044C	1.264	1.157
YPL045W	0.387	0.289
YPL046C	0.354	0.265
YPL047W	0.348	0.24
YPL048W	0.721	0.496
YPL049C	0.465	0.356
YPL050C	0.617	0.499
YPL051W	0.544	0.392
YPL052W	0.617	0.495
YPL053C	0.516	0.35
YPL054W	1.863	1.406
YPL055C	0.608	0.436
YPL056C	0.596	0.434
YPL057C	0.917	0.711
YPL058C	0.655	0.477
YPL059W	0.514	0.39
YPL060W	0.7	0.587
YPL061W	1.323	0.938
YPL062W	0.652	0.534
YPL063W	0.583	0.42
YPL064C	0.458	0.31
YPL065W	0.424	0.348
YPL066W	0.465	0.336
YPL067C	0.623	0.493
YPL068C	0.717	0.58
YPL069C	0.444	0.339
YPL070W	0.466	0.399
YPL071C	0.51	0.344
YPL072W	0.44	0.325
YPL073C	0.468	0.366
YPL074W	0.614	0.421
YPL075W	0.462	0.374
YPL076W	0.409	0.313
YPL077C	0.544	0.404
YPL078C	0.661	0.488
YPL079W	1.345	1.043
YPL080C	0.663	0.601
YPL081W	1.185	0.859
YPL082C	0.606	0.483
YPL083C	0.34	0.267
YPL084W	0.514	0.367
YPL085W	0.654	0.446
YPL086C	0.935	0.793
YPL087W	1.003	0.946
YPL088W	0.927	0.67
YPL089C	0.575	0.413
YPL090C	1.36	1.055
YPL091W	0.666	0.48
YPL092W	0.888	0.615
YPL093W	1.174	0.993
YPL094C	0.693	0.535
YPL095C	0.734	0.45
YPL096W	0.4	0.321
YPL097W	0.503	0.374
YPL098C	0.44	0.322
YPL099C	0.394	0.33
YPL100W	0.622	0.439
YPL101W	0.627	0.509
YPL102C	0.494	0.437
YPL103C	0.418	0.308
YPL104W	0.594	0.442
YPL105C	0.519	0.401
YPL106C	1.082	0.734
YPL107W	0.659	0.489
YPL108W	0.582	0.472
YPL109C	0.754	0.59
YPL110C	0.587	0.438
YPL111W	0.846	0.645
YPL112C	0.621	0.437
YPL113C	0.601	0.443
YPL114W	0.605	0.444
YPL115C	0.531	0.438
YPL116W	0.43	0.327
YPL117C	0.628	0.482
YPL118W	0.485	0.366
YPL119C	1.151	0.801
YPL120W	0.61	0.414
YPL121C	0.644	0.585
YPL122C	0.438	0.376
YPL123C	1.282	1.081
YPL124W	0.634	0.43
YPL125W	0.576	0.432
YPL126W	1.276	1.091
YPL127C	0.426	0.342
YPL128C	0.564	0.501
YPL129W	0.547	0.415
YPL130W	0.875	0.694
YPL131W	1.37	1.104
YPL132W	0.482	0.397
YPL133C	0.641	0.472
YPL134C	1.123	0.771
YPL135W	0.95	0.863
YPL136W	0.844	0.585
YPL137C	0.505	0.393
YPL138C	0.449	0.349
YPL139C	0.485	0.317
YPL140C	0.44	0.323
YPL141C	0.505	0.462
YPL142C	1.194	0.934
YPL143W	1.244	0.905
YPL144W	0.536	0.397
YPL145C	0.645	0.485
YPL146C	1.054	0.929
YPL147W	1.374	0.778
YPL148C	0.692	0.457
YPL149W	0.482	0.375
YPL150W	0.449	0.359
YPL151C	0.345	0.259
YPL152W	0.572	0.542
YPL153C	0.473	0.365
YPL154C	0.876	1.004
YPL155C	0.723	0.393
YPL156C	0.72	0.489
YPL157W	0.522	0.414
YPL158C	0.661	0.513
YPL159C	0.688	0.577
YPL160W	1.092	0.831
YPL161C	0.49	0.364
YPL162C	0.386	0.306
YPL163C	1.062	0.887
YPL164C	0.597	0.455
YPL165C	1.044	0.944
YPL166W	1.014	0.883
YPL167C	0.583	0.416
YPL168W	0.427	0.336
YPL169C	0.488	0.348
YPL170W	0.54	0.451
YPL171C	0.685	0.53
YPL172C	0.412	0.313
YPL173W	0.416	0.351
YPL174C	0.673	0.429
YPL175W	0.469	0.371
YPL176C	0.444	0.358
YPL177C	0.633	0.477
YPL178W	0.511	0.353
YPL179W	0.456	0.376
YPL180W	0.61	0.437
YPL181W	0.637	0.403
YPL182C	0.54	0.389
YPL183C	0.972	0.908
YPL184C	0.384	0.304
YPL185W	1.141	0.821
YPL186C	1.707	1.367
YPL187W	0.671	0.543
YPL188W	0.376	0.31
YPL189W	0.568	0.5
YPL190C	0.426	0.34
YPL191C	0.487	0.413
YPL192C	0.396	0.327
YPL193W	0.489	0.389
YPL194W	0.406	0.303
YPL195W	0.519	0.348
YPL196W	0.754	0.71
YPL197C	0.635	0.534
YPL198W	1.197	0.942
YPL199C	0.635	0.46
YPL200W	0.9	0.674
YPL201C	1.558	0.99
YPL202C	0.528	0.387
YPL203W	0.892	0.835
YPL204W	0.409	0.327
YPL205C	0.416	0.326
YPL206C	0.525	0.467
YPL207W	0.924	0.788
YPL208W	0.652	0.41
YPL209C	0.582	0.448
YPL210C	0.492	0.414
YPL211W	1.365	1.192
YPL212C	0.915	0.764
YPL213W	0.553	0.371
YPL214C	0.456	0.406
YPL215W	0.471	0.34
YPL216W	0.471	0.35
YPL217C	0.932	0.883
YPL218W	0.484	0.366
YPL219W	0.59	0.416
YPL220W	1.265	1.043
YPL221W	0.626	0.454
YPL222W	0.762	0.576
YPL223C	2.065	1.455
YPL224C	0.535	0.453
YPL225W	0.551	0.471
YPL226W	1.365	1.174
YPL227C	0.931	0.643
YPL228W	0.363	0.317
YPL229W	0.461	0.365
YPL230W	1.992	1.654
YPL231W	0.599	0.569
YPL232W	0.393	0.323
YPL233W	0.481	0.37
YPL234C	0.485	0.369
YPL235W	0.572	0.471
YPL236C	0.426	0.334
YPL237W	0.978	0.748
YPL238C	0.929	0.733
YPL239W	0.7	0.586
YPL240C	1.252	0.945
YPL241C	0.592	0.528
YPL242C	0.447	0.356
YPL243W	0.828	0.541
YPL244C	0.567	0.449
YPL245W	0.836	0.779
YPL246C	0.571	0.401
YPL247C	0.985	0.686
YPL248C	0.421	0.303
YPL249C	0.494	0.355
YPL250C	0.979	0.742
YPL251W	0.537	0.464
YPL252C	0.544	0.439
YPL253C	0.361	0.281
YPL254W	0.422	0.311
YPL255W	0.506	0.43
YPL256C	0.924	0.737
YPL257W	0.656	0.409
YPL258C	0.374	0.304
YPL259C	0.327	0.242
YPL260W	0.434	0.433
YPL261C	0.475	0.35
YPL262W	0.678	0.472
YPL263C	0.873	0.813
YPL264C	0.517	0.417
YPL265W	1.068	0.823
YPL266W	1.128	0.958
YPL267W	0.661	0.54
YPL268W	0.515	0.343
YPL269W	0.383	0.329
YPL270W	0.425	0.337
YPL271W	0.865	0.639
YPL272C	0.62	0.457
YPL273W	1.184	0.897
YPL274W	0.692	0.513
YPL275W	0.738	0.544
YPL276W	0.705	0.515
YPL277C	0.609	0.473
YPL278C	0.564	0.418
YPL279C	0.542	0.474
YPL280W	1.29	0.86
YPL281C	0.815	0.564
YPL282C	0.486	0.371
YPL283C	0.554	0.401
YPR001W	1.267	0.672
YPR002W	1.369	0.972
YPR003C	0.609	0.472
YPR004C	0.594	0.458
YPR005C	0.901	0.695
YPR006C	1.015	0.745
YPR007C	1.047	0.744
YPR008W	0.494	0.401
YPR009W	0.655	0.47
YPR010C	1.08	0.969
YPR011C	0.477	0.324
YPR012W	0.53	0.36
YPR013C	0.655	0.42
YPR014C	0.389	0.327
YPR015C	0.836	0.606
YPR016C	0.797	0.682
YPR017C	0.484	0.361
YPR018W	0.579	0.451
YPR019W	0.548	0.394
YPR020W	0.718	0.513
YPR021C	0.565	0.387
YPR022C	0.609	0.46
YPR023C	0.569	0.402
YPR024W	0.547	0.419
YPR025C	0.651	0.415
YPR026W	1.484	1.153
YPR027C	0.782	0.531
YPR028W	0.647	0.491
YPR029C	0.521	0.337
YPR030W	1.255	0.888
YPR031W	0.587	0.438
YPR032W	0.53	0.359
YPR033C	1.172	0.796
YPR034W	0.615	0.473
YPR035W	0.939	0.666
YPR036W	0.566	0.409
YPR037C	0.448	0.348
YPR038W	0.455	0.386
YPR039W	0.503	0.383
YPR040W	0.54	0.387
YPR041W	0.791	0.608
YPR042C	0.524	0.375
YPR043W	0.933	0.732
YPR044C	1.019	0.849
YPR045C	0.379	0.348
YPR046W	0.463	0.354
YPR047W	0.559	0.463
YPR048W	0.757	0.58
YPR049C	0.607	0.453
YPR050C	0.503	0.421
YPR051W	0.503	0.397
YPR052C	0.391	0.298
YPR053C	0.578	0.468
YPR054W	0.501	0.393
